157.046,157.169,157.027,157.148
157.046,157.169,157.027,157.148
157.148,157.214,157.126,157.161
157.161,157.225,157.122,157.144
157.144,157.172,157.071,157.14
157.14,157.24,157.111,157.212
157.212,157.312,157.207,157.282
157.212,157.312,157.207,157.282
157.282,157.379,157.274,157.292
157.292,157.302,157.238,157.291
157.291,157.358,157.283,157.301
157.301,157.374,157.292,157.348
157.348,157.353,157.294,157.312
157.348,157.353,157.294,157.312
157.312,157.352,157.274,157.328
157.328,157.338,157.284,157.336
157.336,157.343,157.272,157.286
157.286,157.3,157.23,157.268
157.268,157.332,157.255,157.302
157.268,157.332,157.255,157.302
157.302,157.357,157.286,157.317
157.317,157.338,157.089,157.194
157.194,157.23,157.064,157.176
157.176,157.29,157.172,157.256
157.256,157.294,157.1,157.108
157.256,157.294,157.1,157.108
157.108,157.173,157.029,157.146
157.146,157.148,156.972,157.044
157.044,157.052,156.76,156.784
156.784,156.857,156.616,156.627
156.627,156.67,156.404,156.442
156.627,156.67,156.404,156.442
156.442,156.526,156.32,156.374
156.374,156.478,156.3,156.442
156.442,156.514,156.364,156.394
156.394,156.414,156.277,156.302
156.302,156.346,156.051,156.184
156.302,156.346,156.051,156.184
156.184,156.248,156.076,156.15
156.15,156.26,156.064,156.103
156.103,156.268,155.952,156.197
156.197,156.259,156.116,156.206
156.206,156.267,156.14,156.144
156.206,156.267,156.14,156.144
156.144,156.15,156.042,156.094
156.094,156.26,156.08,156.25
156.25,156.416,156.241,156.346
156.346,156.384,156.31,156.35
156.35,156.361,156.212,156.358
156.35,156.361,156.212,156.358
156.358,156.438,156.328,156.433
156.433,156.506,156.416,156.498
156.498,156.507,156.413,156.488
156.488,156.494,156.428,156.441
156.441,156.441,156.324,156.372
156.441,156.441,156.324,156.372
156.372,156.468,156.363,156.464
156.464,156.514,156.442,156.511
156.511,156.591,156.484,156.551
156.551,156.572,156.423,156.444
156.444,156.682,156.433,156.659
156.444,156.682,156.433,156.659
156.659,156.68,156.546,156.62
156.62,156.712,156.606,156.63
156.63,156.805,156.62,156.779
156.779,156.788,156.692,156.731
156.731,156.834,156.724,156.818
156.731,156.834,156.724,156.818
156.818,156.886,156.808,156.822
156.822,156.822,156.695,156.712
156.712,156.714,156.634,156.655
156.655,156.688,156.633,156.682
156.682,156.747,156.68,156.736
156.682,156.747,156.68,156.736
156.736,156.75,156.594,156.631
156.631,156.639,156.457,156.524
156.524,156.64,156.433,156.639
156.639,156.731,156.516,156.726
156.726,157.002,156.705,156.928
156.726,157.002,156.705,156.928
156.928,156.991,156.858,156.954
156.954,157.14,156.911,156.92
156.92,157.047,156.874,157.019
157.019,157.055,156.95,156.966
156.966,157.07,156.947,157.064
156.966,157.07,156.947,157.064
157.064,157.064,156.9,156.906
156.906,156.924,156.776,156.784
156.784,156.942,156.75,156.843
156.843,156.884,156.77,156.797
156.797,156.971,156.78,156.913
156.797,156.971,156.78,156.913
156.913,156.96,156.858,156.926
156.926,157.07,156.896,157.014
157.014,157.019,156.756,156.851
156.851,157.034,156.848,156.952
156.952,157.118,156.916,157.089
156.952,157.118,156.916,157.089
157.089,157.223,157.062,157.12
157.12,157.214,157.092,157.178
157.178,157.316,157.147,157.191
157.191,157.272,157.166,157.218
157.218,157.228,157.097,157.147
157.218,157.228,157.097,157.147
157.147,157.207,157.144,157.166
157.166,157.178,157.132,157.166
157.166,157.27,157.146,157.192
157.192,157.22,157.16,157.17
157.17,157.2,157.09,157.152
157.17,157.2,157.09,157.152
157.152,157.197,157.139,157.18
157.18,157.22,157.168,157.202
157.202,157.254,157.15,157.182
157.182,157.227,157.182,157.218
157.218,157.283,157.194,157.282
157.218,157.283,157.194,157.282
157.282,157.287,157.2,157.236
157.236,157.308,157.226,157.262
157.262,157.318,157.173,157.173
157.173,157.221,157.065,157.065
157.065,157.226,157.065,157.182
157.065,157.226,157.065,157.182
157.182,157.414,157.164,157.382
157.382,157.392,157.31,157.368
157.368,157.399,157.334,157.374
157.374,157.424,157.363,157.424
157.424,157.428,157.339,157.369
157.424,157.428,157.339,157.369
157.369,157.394,157.331,157.36
157.36,157.372,157.333,157.36
157.36,157.37,157.318,157.366
157.366,157.385,157.324,157.33
157.33,157.38,157.247,157.248
157.33,157.38,157.247,157.248
157.248,157.292,157.18,157.231
157.231,157.324,157.198,157.289
157.289,157.44,157.243,157.26
157.26,157.314,157.219,157.222
157.222,157.274,157.131,157.186
157.222,157.274,157.131,157.186
157.186,157.232,157.118,157.206
157.206,157.262,157.152,157.194
157.194,157.353,157.182,157.336
157.336,157.365,157.284,157.36
157.36,157.402,157.327,157.336
157.36,157.402,157.327,157.336
157.336,157.388,157.296,157.387
157.387,157.448,157.362,157.408
157.408,157.52,157.368,157.482
157.482,157.712,157.428,157.574
157.574,157.693,157.45,157.536
157.574,157.693,157.45,157.536
157.536,157.632,157.464,157.529
157.529,157.585,157.268,157.328
157.328,157.366,157.135,157.198
157.198,157.26,157.041,157.111
157.111,157.186,157.108,157.17
157.111,157.186,157.108,157.17
157.17,157.176,156.909,156.92
156.92,157.007,156.909,156.982
156.982,157.114,156.95,157.111
157.111,157.123,157.018,157.03
157.03,157.064,156.996,156.996
157.03,157.064,156.996,156.996
156.996,157.0,156.763,156.846
156.846,157.032,156.829,157.014
157.014,157.062,156.988,157.036
157.036,157.062,156.994,157.032
157.032,157.136,157.028,157.103
157.032,157.136,157.028,157.103
157.103,157.185,157.09,157.147
157.147,157.188,157.14,157.18
157.18,157.202,157.137,157.196
157.196,157.238,157.162,157.176
157.176,157.196,157.081,157.176
157.176,157.196,157.081,157.176
157.176,157.215,157.135,157.154
157.154,157.171,157.046,157.104
157.104,157.12,156.996,157.042
157.042,157.25,157.042,157.236
157.236,157.272,157.217,157.246
157.236,157.272,157.217,157.246
157.246,157.246,157.062,157.079
157.079,157.091,157.038,157.052
157.052,157.154,157.048,157.114
157.114,157.148,157.083,157.115
157.115,157.146,157.065,157.099
157.115,157.146,157.065,157.099
157.099,157.12,157.022,157.066
157.066,157.144,157.053,157.108
157.108,157.171,157.09,157.158
157.158,157.22,157.12,157.202
157.202,157.246,157.054,157.106
157.202,157.246,157.054,157.106
157.106,157.298,157.089,157.268
157.268,157.342,157.178,157.241
157.241,157.461,157.178,157.461
157.461,157.461,157.281,157.342
157.342,157.463,157.27,157.387
157.342,157.463,157.27,157.387
157.387,157.42,157.346,157.39
157.39,157.428,157.302,157.317
157.317,157.384,157.178,157.2
157.2,157.216,157.032,157.13
157.13,157.132,156.817,156.832
157.13,157.132,156.817,156.832
156.832,156.894,156.684,156.746
156.746,157.04,156.746,157.005
157.005,157.036,156.854,156.955
156.955,157.144,156.899,157.128
157.128,157.146,156.878,156.972
157.128,157.146,156.878,156.972
156.972,156.985,156.595,156.743
156.743,156.792,156.632,156.725
156.725,156.732,156.522,156.539
156.539,156.546,156.316,156.375
156.375,156.472,156.356,156.41
156.375,156.472,156.356,156.41
156.41,156.577,156.394,156.572
156.572,156.584,156.505,156.546
156.546,156.61,156.522,156.538
156.538,156.554,156.494,156.506
156.506,156.512,156.356,156.378
156.506,156.512,156.356,156.378
156.378,156.42,156.333,156.409
156.409,156.46,156.392,156.435
156.435,156.527,156.428,156.496
156.496,156.615,156.496,156.528
156.528,156.575,156.517,156.548
156.528,156.575,156.517,156.548
156.548,156.625,156.496,156.56
156.56,156.572,156.467,156.495
156.495,156.534,156.38,156.452
156.452,156.512,156.166,156.19
156.19,156.348,156.096,156.279
156.19,156.348,156.096,156.279
156.279,156.284,156.077,156.098
156.098,156.212,156.037,156.124
156.124,156.228,156.066,156.218
156.218,156.224,156.065,156.086
156.086,156.113,156.009,156.108
156.086,156.113,156.009,156.108
156.108,156.252,156.106,156.224
156.224,156.235,156.118,156.137
156.137,156.152,156.041,156.118
156.118,156.22,156.114,156.174
156.174,156.262,156.144,156.186
156.174,156.262,156.144,156.186
156.186,156.256,156.126,156.216
156.216,156.269,156.048,156.074
156.074,156.192,156.0,156.192
156.192,156.321,156.136,156.24
156.24,156.348,156.192,156.344
156.24,156.348,156.192,156.344
156.344,156.437,156.31,156.426
156.426,156.468,156.293,156.45
156.45,156.527,156.34,156.431
156.431,156.46,156.363,156.363
156.363,156.472,156.349,156.46
156.363,156.472,156.349,156.46
156.46,156.462,156.246,156.246
156.246,156.298,155.926,155.942
155.942,156.035,155.818,155.892
155.892,155.944,155.838,155.874
155.874,155.892,155.464,155.604
155.874,155.892,155.464,155.604
155.604,155.718,155.496,155.644
155.644,155.893,155.59,155.692
155.692,155.874,155.548,155.706
155.706,155.764,155.628,155.702
155.702,155.721,155.534,155.684
155.702,155.721,155.534,155.684
155.684,155.766,155.552,155.709
155.709,155.889,155.676,155.846
155.846,155.896,155.818,155.851
155.851,155.876,155.786,155.831
155.831,156.052,155.815,156.002
155.831,156.052,155.815,156.002
156.002,156.08,155.986,156.064
156.064,156.128,156.058,156.106
156.106,156.188,156.082,156.135
156.135,156.232,156.132,156.206
156.206,156.296,156.197,156.294
156.206,156.296,156.197,156.294
156.294,156.302,156.161,156.22
156.294,156.302,156.161,156.22
156.294,156.302,156.161,156.22
156.294,156.302,156.161,156.22
156.294,156.302,156.161,156.22
156.294,156.302,156.161,156.22
